1 saved {'val_OrigRecLoss': 0.01181, 'val_FeatRecLoss': 0.00171, 'val_kl_Loss_Z': 1.31089, 'val_kl_Loss_FC': 0.00364}
395 not saved {'val_OrigRecLoss': 0.001, 'val_FeatRecLoss': 0.00122, 'val_kl_Loss_Z': 0.15834, 'val_kl_Loss_FC': 0.01788}
396 not saved {'val_OrigRecLoss': 0.00101, 'val_FeatRecLoss': 0.00118, 'val_kl_Loss_Z': 0.15427, 'val_kl_Loss_FC': 0.01966}
397 not saved {'val_OrigRecLoss': 0.00103, 'val_FeatRecLoss': 0.00119, 'val_kl_Loss_Z': 0.15858, 'val_kl_Loss_FC': 0.01877}
398 not saved {'val_OrigRecLoss': 0.00101, 'val_FeatRecLoss': 0.00118, 'val_kl_Loss_Z': 0.1558, 'val_kl_Loss_FC': 0.01993}
399 not saved {'val_OrigRecLoss': 0.00103, 'val_FeatRecLoss': 0.00119, 'val_kl_Loss_Z': 0.1608, 'val_kl_Loss_FC': 0.01981}
400 not saved {'val_OrigRecLoss': 0.00109, 'val_FeatRecLoss': 0.00117, 'val_kl_Loss_Z': 0.16257, 'val_kl_Loss_FC': 0.02047}
401 not saved {'val_OrigRecLoss': 0.00099, 'val_FeatRecLoss': 0.00124, 'val_kl_Loss_Z': 0.14216, 'val_kl_Loss_FC': 0.01679}
402 saved {'val_OrigRecLoss': 0.00102, 'val_FeatRecLoss': 0.00113, 'val_kl_Loss_Z': 0.15075, 'val_kl_Loss_FC': 0.02399}
403 not saved {'val_OrigRecLoss': 0.00102, 'val_FeatRecLoss': 0.00124, 'val_kl_Loss_Z': 0.16679, 'val_kl_Loss_FC': 0.01649}
404 not saved {'val_OrigRecLoss': 0.00101, 'val_FeatRecLoss': 0.00119, 'val_kl_Loss_Z': 0.15992, 'val_kl_Loss_FC': 0.01956}
405 not saved {'val_OrigRecLoss': 0.00102, 'val_FeatRecLoss': 0.00117, 'val_kl_Loss_Z': 0.15622, 'val_kl_Loss_FC': 0.02087}
406 not saved {'val_OrigRecLoss': 0.001, 'val_FeatRecLoss': 0.00121, 'val_kl_Loss_Z': 0.16768, 'val_kl_Loss_FC': 0.01794}
407 not saved {'val_OrigRecLoss': 0.001, 'val_FeatRecLoss': 0.00113, 'val_kl_Loss_Z': 0.1387, 'val_kl_Loss_FC': 0.02309}
408 not saved {'val_OrigRecLoss': 0.001, 'val_FeatRecLoss': 0.00123, 'val_kl_Loss_Z': 0.14624, 'val_kl_Loss_FC': 0.01694}
409 not saved {'val_OrigRecLoss': 0.001, 'val_FeatRecLoss': 0.00118, 'val_kl_Loss_Z': 0.14935, 'val_kl_Loss_FC': 0.02002}
410 not saved {'val_OrigRecLoss': 0.00102, 'val_FeatRecLoss': 0.00119, 'val_kl_Loss_Z': 0.14638, 'val_kl_Loss_FC': 0.01976}
411 not saved {'val_OrigRecLoss': 0.00099, 'val_FeatRecLoss': 0.0012, 'val_kl_Loss_Z': 0.14085, 'val_kl_Loss_FC': 0.01892}
412 not saved {'val_OrigRecLoss': 0.00099, 'val_FeatRecLoss': 0.00113, 'val_kl_Loss_Z': 0.14764, 'val_kl_Loss_FC': 0.02328}
413 not saved {'val_OrigRecLoss': 0.001, 'val_FeatRecLoss': 0.00119, 'val_kl_Loss_Z': 0.14776, 'val_kl_Loss_FC': 0.01984}
414 not saved {'val_OrigRecLoss': 0.00098, 'val_FeatRecLoss': 0.00117, 'val_kl_Loss_Z': 0.18487, 'val_kl_Loss_FC': 0.02068}
415 not saved {'val_OrigRecLoss': 0.00099, 'val_FeatRecLoss': 0.00119, 'val_kl_Loss_Z': 0.2077, 'val_kl_Loss_FC': 0.01892}
416 not saved {'val_OrigRecLoss': 0.001, 'val_FeatRecLoss': 0.00115, 'val_kl_Loss_Z': 0.17199, 'val_kl_Loss_FC': 0.02203}
417 not saved {'val_OrigRecLoss': 0.00099, 'val_FeatRecLoss': 0.0012, 'val_kl_Loss_Z': 0.13862, 'val_kl_Loss_FC': 0.01933}
418 not saved {'val_OrigRecLoss': 0.00101, 'val_FeatRecLoss': 0.00119, 'val_kl_Loss_Z': 0.14811, 'val_kl_Loss_FC': 0.02}
419 not saved {'val_OrigRecLoss': 0.00099, 'val_FeatRecLoss': 0.00119, 'val_kl_Loss_Z': 0.14737, 'val_kl_Loss_FC': 0.01891}
420 not saved {'val_OrigRecLoss': 0.00099, 'val_FeatRecLoss': 0.00119, 'val_kl_Loss_Z': 0.15386, 'val_kl_Loss_FC': 0.01969}
421 not saved {'val_OrigRecLoss': 0.00098, 'val_FeatRecLoss': 0.00114, 'val_kl_Loss_Z': 0.17553, 'val_kl_Loss_FC': 0.02326}
422 not saved {'val_OrigRecLoss': 0.001, 'val_FeatRecLoss': 0.00118, 'val_kl_Loss_Z': 0.13972, 'val_kl_Loss_FC': 0.02029}
423 not saved {'val_OrigRecLoss': 0.00099, 'val_FeatRecLoss': 0.00118, 'val_kl_Loss_Z': 0.14042, 'val_kl_Loss_FC': 0.01975}
424 not saved {'val_OrigRecLoss': 0.00098, 'val_FeatRecLoss': 0.00121, 'val_kl_Loss_Z': 0.14446, 'val_kl_Loss_FC': 0.01854}
425 not saved {'val_OrigRecLoss': 0.00101, 'val_FeatRecLoss': 0.00114, 'val_kl_Loss_Z': 0.16078, 'val_kl_Loss_FC': 0.02268}
426 not saved {'val_OrigRecLoss': 0.00097, 'val_FeatRecLoss': 0.00121, 'val_kl_Loss_Z': 0.17041, 'val_kl_Loss_FC': 0.01832}
427 not saved {'val_OrigRecLoss': 0.00101, 'val_FeatRecLoss': 0.00115, 'val_kl_Loss_Z': 0.15026, 'val_kl_Loss_FC': 0.02223}
428 not saved {'val_OrigRecLoss': 0.00108, 'val_FeatRecLoss': 0.00122, 'val_kl_Loss_Z': 0.14505, 'val_kl_Loss_FC': 0.01746}
429 not saved {'val_OrigRecLoss': 0.00101, 'val_FeatRecLoss': 0.0012, 'val_kl_Loss_Z': 0.15456, 'val_kl_Loss_FC': 0.01917}
430 not saved {'val_OrigRecLoss': 0.001, 'val_FeatRecLoss': 0.00118, 'val_kl_Loss_Z': 0.15987, 'val_kl_Loss_FC': 0.0201}
431 not saved {'val_OrigRecLoss': 0.00096, 'val_FeatRecLoss': 0.00121, 'val_kl_Loss_Z': 0.13703, 'val_kl_Loss_FC': 0.0182}
432 not saved {'val_OrigRecLoss': 0.00097, 'val_FeatRecLoss': 0.00117, 'val_kl_Loss_Z': 0.15345, 'val_kl_Loss_FC': 0.02094}
433 not saved {'val_OrigRecLoss': 0.00098, 'val_FeatRecLoss': 0.00116, 'val_kl_Loss_Z': 0.15022, 'val_kl_Loss_FC': 0.02158}
434 not saved {'val_OrigRecLoss': 0.00097, 'val_FeatRecLoss': 0.00118, 'val_kl_Loss_Z': 0.17155, 'val_kl_Loss_FC': 0.02048}
435 not saved {'val_OrigRecLoss': 0.00096, 'val_FeatRecLoss': 0.00119, 'val_kl_Loss_Z': 0.14602, 'val_kl_Loss_FC': 0.01924}
436 not saved {'val_OrigRecLoss': 0.00106, 'val_FeatRecLoss': 0.00119, 'val_kl_Loss_Z': 0.16292, 'val_kl_Loss_FC': 0.01987}
437 not saved {'val_OrigRecLoss': 0.00099, 'val_FeatRecLoss': 0.00121, 'val_kl_Loss_Z': 0.16813, 'val_kl_Loss_FC': 0.01829}
438 not saved {'val_OrigRecLoss': 0.00101, 'val_FeatRecLoss': 0.00118, 'val_kl_Loss_Z': 0.16513, 'val_kl_Loss_FC': 0.02005}
439 not saved {'val_OrigRecLoss': 0.00097, 'val_FeatRecLoss': 0.00117, 'val_kl_Loss_Z': 0.16696, 'val_kl_Loss_FC': 0.02026}
440 not saved {'val_OrigRecLoss': 0.00096, 'val_FeatRecLoss': 0.00118, 'val_kl_Loss_Z': 0.15247, 'val_kl_Loss_FC': 0.01934}
441 not saved {'val_OrigRecLoss': 0.00099, 'val_FeatRecLoss': 0.00119, 'val_kl_Loss_Z': 0.18462, 'val_kl_Loss_FC': 0.01958}
442 not saved {'val_OrigRecLoss': 0.00097, 'val_FeatRecLoss': 0.00118, 'val_kl_Loss_Z': 0.14935, 'val_kl_Loss_FC': 0.02085}
443 not saved {'val_OrigRecLoss': 0.00097, 'val_FeatRecLoss': 0.00117, 'val_kl_Loss_Z': 0.15018, 'val_kl_Loss_FC': 0.02072}
444 not saved {'val_OrigRecLoss': 0.00097, 'val_FeatRecLoss': 0.00114, 'val_kl_Loss_Z': 0.14313, 'val_kl_Loss_FC': 0.02314}
445 not saved {'val_OrigRecLoss': 0.00099, 'val_FeatRecLoss': 0.00118, 'val_kl_Loss_Z': 0.16443, 'val_kl_Loss_FC': 0.02019}
446 not saved {'val_OrigRecLoss': 0.00098, 'val_FeatRecLoss': 0.0012, 'val_kl_Loss_Z': 0.16703, 'val_kl_Loss_FC': 0.01891}
447 not saved {'val_OrigRecLoss': 0.00097, 'val_FeatRecLoss': 0.00115, 'val_kl_Loss_Z': 0.15398, 'val_kl_Loss_FC': 0.02201}
448 not saved {'val_OrigRecLoss': 0.00095, 'val_FeatRecLoss': 0.0012, 'val_kl_Loss_Z': 0.16252, 'val_kl_Loss_FC': 0.01922}
449 not saved {'val_OrigRecLoss': 0.00098, 'val_FeatRecLoss': 0.00115, 'val_kl_Loss_Z': 0.15386, 'val_kl_Loss_FC': 0.02222}
450 not saved {'val_OrigRecLoss': 0.00097, 'val_FeatRecLoss': 0.0012, 'val_kl_Loss_Z': 0.15615, 'val_kl_Loss_FC': 0.01856}
451 not saved {'val_OrigRecLoss': 0.00097, 'val_FeatRecLoss': 0.00117, 'val_kl_Loss_Z': 0.13784, 'val_kl_Loss_FC': 0.02053}
452 not saved {'val_OrigRecLoss': 0.00096, 'val_FeatRecLoss': 0.00116, 'val_kl_Loss_Z': 0.16961, 'val_kl_Loss_FC': 0.02141}
453 not saved {'val_OrigRecLoss': 0.00096, 'val_FeatRecLoss': 0.00114, 'val_kl_Loss_Z': 0.15056, 'val_kl_Loss_FC': 0.02263}
454 not saved {'val_OrigRecLoss': 0.00096, 'val_FeatRecLoss': 0.00116, 'val_kl_Loss_Z': 0.15119, 'val_kl_Loss_FC': 0.02163}
455 not saved {'val_OrigRecLoss': 0.00099, 'val_FeatRecLoss': 0.00121, 'val_kl_Loss_Z': 0.1486, 'val_kl_Loss_FC': 0.01847}
456 not saved {'val_OrigRecLoss': 0.00101, 'val_FeatRecLoss': 0.00117, 'val_kl_Loss_Z': 0.1738, 'val_kl_Loss_FC': 0.02044}
457 not saved {'val_OrigRecLoss': 0.00097, 'val_FeatRecLoss': 0.0012, 'val_kl_Loss_Z': 0.14179, 'val_kl_Loss_FC': 0.01902}
458 not saved {'val_OrigRecLoss': 0.00097, 'val_FeatRecLoss': 0.00115, 'val_kl_Loss_Z': 0.15263, 'val_kl_Loss_FC': 0.02272}
459 not saved {'val_OrigRecLoss': 0.00095, 'val_FeatRecLoss': 0.00122, 'val_kl_Loss_Z': 0.1365, 'val_kl_Loss_FC': 0.0177}
460 saved {'val_OrigRecLoss': 0.00098, 'val_FeatRecLoss': 0.00112, 'val_kl_Loss_Z': 0.14039, 'val_kl_Loss_FC': 0.02423}
461 not saved {'val_OrigRecLoss': 0.00097, 'val_FeatRecLoss': 0.00119, 'val_kl_Loss_Z': 0.13978, 'val_kl_Loss_FC': 0.01909}
462 not saved {'val_OrigRecLoss': 0.00096, 'val_FeatRecLoss': 0.00114, 'val_kl_Loss_Z': 0.14454, 'val_kl_Loss_FC': 0.02351}
463 not saved {'val_OrigRecLoss': 0.00096, 'val_FeatRecLoss': 0.0012, 'val_kl_Loss_Z': 0.14785, 'val_kl_Loss_FC': 0.01868}
464 not saved {'val_OrigRecLoss': 0.00095, 'val_FeatRecLoss': 0.00113, 'val_kl_Loss_Z': 0.14528, 'val_kl_Loss_FC': 0.02306}
465 not saved {'val_OrigRecLoss': 0.00095, 'val_FeatRecLoss': 0.00118, 'val_kl_Loss_Z': 0.16392, 'val_kl_Loss_FC': 0.0196}
466 not saved {'val_OrigRecLoss': 0.00094, 'val_FeatRecLoss': 0.00118, 'val_kl_Loss_Z': 0.14113, 'val_kl_Loss_FC': 0.02034}
467 not saved {'val_OrigRecLoss': 0.00102, 'val_FeatRecLoss': 0.00114, 'val_kl_Loss_Z': 0.17119, 'val_kl_Loss_FC': 0.02312}
468 not saved {'val_OrigRecLoss': 0.00096, 'val_FeatRecLoss': 0.00122, 'val_kl_Loss_Z': 0.13672, 'val_kl_Loss_FC': 0.01742}
469 saved {'val_OrigRecLoss': 0.00096, 'val_FeatRecLoss': 0.00111, 'val_kl_Loss_Z': 0.16797, 'val_kl_Loss_FC': 0.02546}
470 not saved {'val_OrigRecLoss': 0.00104, 'val_FeatRecLoss': 0.0012, 'val_kl_Loss_Z': 0.14601, 'val_kl_Loss_FC': 0.0185}
471 not saved {'val_OrigRecLoss': 0.00095, 'val_FeatRecLoss': 0.00119, 'val_kl_Loss_Z': 0.1511, 'val_kl_Loss_FC': 0.01872}
472 not saved {'val_OrigRecLoss': 0.00095, 'val_FeatRecLoss': 0.00115, 'val_kl_Loss_Z': 0.13766, 'val_kl_Loss_FC': 0.0221}
473 not saved {'val_OrigRecLoss': 0.00096, 'val_FeatRecLoss': 0.00118, 'val_kl_Loss_Z': 0.16397, 'val_kl_Loss_FC': 0.0202}
474 not saved {'val_OrigRecLoss': 0.00093, 'val_FeatRecLoss': 0.00115, 'val_kl_Loss_Z': 0.15259, 'val_kl_Loss_FC': 0.02229}
475 not saved {'val_OrigRecLoss': 0.00095, 'val_FeatRecLoss': 0.00115, 'val_kl_Loss_Z': 0.1334, 'val_kl_Loss_FC': 0.02212}
476 not saved {'val_OrigRecLoss': 0.00096, 'val_FeatRecLoss': 0.00117, 'val_kl_Loss_Z': 0.15854, 'val_kl_Loss_FC': 0.02054}
477 not saved {'val_OrigRecLoss': 0.00095, 'val_FeatRecLoss': 0.00118, 'val_kl_Loss_Z': 0.13977, 'val_kl_Loss_FC': 0.01963}
478 not saved {'val_OrigRecLoss': 0.00096, 'val_FeatRecLoss': 0.00116, 'val_kl_Loss_Z': 0.15735, 'val_kl_Loss_FC': 0.02148}
479 not saved {'val_OrigRecLoss': 0.00095, 'val_FeatRecLoss': 0.00118, 'val_kl_Loss_Z': 0.14026, 'val_kl_Loss_FC': 0.01984}
480 not saved {'val_OrigRecLoss': 0.00095, 'val_FeatRecLoss': 0.00119, 'val_kl_Loss_Z': 0.14472, 'val_kl_Loss_FC': 0.0198}
481 saved {'val_OrigRecLoss': 0.00097, 'val_FeatRecLoss': 0.00111, 'val_kl_Loss_Z': 0.13883, 'val_kl_Loss_FC': 0.02509}
482 not saved {'val_OrigRecLoss': 0.00095, 'val_FeatRecLoss': 0.0012, 'val_kl_Loss_Z': 0.15183, 'val_kl_Loss_FC': 0.01918}
483 not saved {'val_OrigRecLoss': 0.00098, 'val_FeatRecLoss': 0.00112, 'val_kl_Loss_Z': 0.15814, 'val_kl_Loss_FC': 0.02406}
484 not saved {'val_OrigRecLoss': 0.00097, 'val_FeatRecLoss': 0.00118, 'val_kl_Loss_Z': 0.1421, 'val_kl_Loss_FC': 0.01975}
485 not saved {'val_OrigRecLoss': 0.00094, 'val_FeatRecLoss': 0.00116, 'val_kl_Loss_Z': 0.16135, 'val_kl_Loss_FC': 0.02073}
486 not saved {'val_OrigRecLoss': 0.00094, 'val_FeatRecLoss': 0.00118, 'val_kl_Loss_Z': 0.15303, 'val_kl_Loss_FC': 0.02009}
487 not saved {'val_OrigRecLoss': 0.00098, 'val_FeatRecLoss': 0.00117, 'val_kl_Loss_Z': 0.15133, 'val_kl_Loss_FC': 0.02067}
488 not saved {'val_OrigRecLoss': 0.00095, 'val_FeatRecLoss': 0.00117, 'val_kl_Loss_Z': 0.18833, 'val_kl_Loss_FC': 0.02056}
489 not saved {'val_OrigRecLoss': 0.00094, 'val_FeatRecLoss': 0.00114, 'val_kl_Loss_Z': 0.16243, 'val_kl_Loss_FC': 0.02315}
490 not saved {'val_OrigRecLoss': 0.00093, 'val_FeatRecLoss': 0.00118, 'val_kl_Loss_Z': 0.17114, 'val_kl_Loss_FC': 0.02009}
491 not saved {'val_OrigRecLoss': 0.00101, 'val_FeatRecLoss': 0.00114, 'val_kl_Loss_Z': 0.15545, 'val_kl_Loss_FC': 0.02299}
492 not saved {'val_OrigRecLoss': 0.00094, 'val_FeatRecLoss': 0.00123, 'val_kl_Loss_Z': 0.13073, 'val_kl_Loss_FC': 0.0169}
493 not saved {'val_OrigRecLoss': 0.00092, 'val_FeatRecLoss': 0.00112, 'val_kl_Loss_Z': 0.16635, 'val_kl_Loss_FC': 0.02433}
494 not saved {'val_OrigRecLoss': 0.00093, 'val_FeatRecLoss': 0.00118, 'val_kl_Loss_Z': 0.15784, 'val_kl_Loss_FC': 0.01969}
495 not saved {'val_OrigRecLoss': 0.00094, 'val_FeatRecLoss': 0.00111, 'val_kl_Loss_Z': 0.14829, 'val_kl_Loss_FC': 0.02452}
496 not saved {'val_OrigRecLoss': 0.00094, 'val_FeatRecLoss': 0.0012, 'val_kl_Loss_Z': 0.13292, 'val_kl_Loss_FC': 0.01938}
497 not saved {'val_OrigRecLoss': 0.00093, 'val_FeatRecLoss': 0.00113, 'val_kl_Loss_Z': 0.15298, 'val_kl_Loss_FC': 0.02345}
498 not saved {'val_OrigRecLoss': 0.00093, 'val_FeatRecLoss': 0.00118, 'val_kl_Loss_Z': 0.1624, 'val_kl_Loss_FC': 0.02006}
499 not saved {'val_OrigRecLoss': 0.00094, 'val_FeatRecLoss': 0.00115, 'val_kl_Loss_Z': 0.16167, 'val_kl_Loss_FC': 0.02225}
500 not saved {'val_OrigRecLoss': 0.00095, 'val_FeatRecLoss': 0.00113, 'val_kl_Loss_Z': 0.15456, 'val_kl_Loss_FC': 0.02351}
501 not saved {'val_OrigRecLoss': 0.00094, 'val_FeatRecLoss': 0.00118, 'val_kl_Loss_Z': 0.13258, 'val_kl_Loss_FC': 0.0195}
502 not saved {'val_OrigRecLoss': 0.00093, 'val_FeatRecLoss': 0.00114, 'val_kl_Loss_Z': 0.15594, 'val_kl_Loss_FC': 0.02271}
503 not saved {'val_OrigRecLoss': 0.00094, 'val_FeatRecLoss': 0.00117, 'val_kl_Loss_Z': 0.15015, 'val_kl_Loss_FC': 0.02145}
504 not saved {'val_OrigRecLoss': 0.00093, 'val_FeatRecLoss': 0.00116, 'val_kl_Loss_Z': 0.13272, 'val_kl_Loss_FC': 0.0211}
505 not saved {'val_OrigRecLoss': 0.00092, 'val_FeatRecLoss': 0.00116, 'val_kl_Loss_Z': 0.16976, 'val_kl_Loss_FC': 0.02114}
506 not saved {'val_OrigRecLoss': 0.00094, 'val_FeatRecLoss': 0.00112, 'val_kl_Loss_Z': 0.15348, 'val_kl_Loss_FC': 0.02394}
507 not saved {'val_OrigRecLoss': 0.00093, 'val_FeatRecLoss': 0.00119, 'val_kl_Loss_Z': 0.14191, 'val_kl_Loss_FC': 0.01944}
508 not saved {'val_OrigRecLoss': 0.00093, 'val_FeatRecLoss': 0.00118, 'val_kl_Loss_Z': 0.16115, 'val_kl_Loss_FC': 0.02043}
509 not saved {'val_OrigRecLoss': 0.00093, 'val_FeatRecLoss': 0.00115, 'val_kl_Loss_Z': 0.13546, 'val_kl_Loss_FC': 0.02215}
510 not saved {'val_OrigRecLoss': 0.00092, 'val_FeatRecLoss': 0.00118, 'val_kl_Loss_Z': 0.15096, 'val_kl_Loss_FC': 0.02001}
511 not saved {'val_OrigRecLoss': 0.00094, 'val_FeatRecLoss': 0.00116, 'val_kl_Loss_Z': 0.13889, 'val_kl_Loss_FC': 0.02159}
512 not saved {'val_OrigRecLoss': 0.00092, 'val_FeatRecLoss': 0.00115, 'val_kl_Loss_Z': 0.16648, 'val_kl_Loss_FC': 0.02188}
513 not saved {'val_OrigRecLoss': 0.00091, 'val_FeatRecLoss': 0.00117, 'val_kl_Loss_Z': 0.14445, 'val_kl_Loss_FC': 0.02066}
514 not saved {'val_OrigRecLoss': 0.00093, 'val_FeatRecLoss': 0.00113, 'val_kl_Loss_Z': 0.17706, 'val_kl_Loss_FC': 0.02242}
515 not saved {'val_OrigRecLoss': 0.00095, 'val_FeatRecLoss': 0.00116, 'val_kl_Loss_Z': 0.15215, 'val_kl_Loss_FC': 0.02087}
516 not saved {'val_OrigRecLoss': 0.00093, 'val_FeatRecLoss': 0.00117, 'val_kl_Loss_Z': 0.15319, 'val_kl_Loss_FC': 0.02037}
517 not saved {'val_OrigRecLoss': 0.00092, 'val_FeatRecLoss': 0.00116, 'val_kl_Loss_Z': 0.14832, 'val_kl_Loss_FC': 0.02155}
518 not saved {'val_OrigRecLoss': 0.00093, 'val_FeatRecLoss': 0.00114, 'val_kl_Loss_Z': 0.16149, 'val_kl_Loss_FC': 0.0227}
519 not saved {'val_OrigRecLoss': 0.00096, 'val_FeatRecLoss': 0.00113, 'val_kl_Loss_Z': 0.16396, 'val_kl_Loss_FC': 0.02374}
520 not saved {'val_OrigRecLoss': 0.00092, 'val_FeatRecLoss': 0.00116, 'val_kl_Loss_Z': 0.14049, 'val_kl_Loss_FC': 0.0209}
521 not saved {'val_OrigRecLoss': 0.00096, 'val_FeatRecLoss': 0.00113, 'val_kl_Loss_Z': 0.17695, 'val_kl_Loss_FC': 0.02369}
522 not saved {'val_OrigRecLoss': 0.00091, 'val_FeatRecLoss': 0.00121, 'val_kl_Loss_Z': 0.14954, 'val_kl_Loss_FC': 0.01809}
523 saved {'val_OrigRecLoss': 0.00093, 'val_FeatRecLoss': 0.00109, 'val_kl_Loss_Z': 0.13771, 'val_kl_Loss_FC': 0.02696}
524 not saved {'val_OrigRecLoss': 0.00091, 'val_FeatRecLoss': 0.00121, 'val_kl_Loss_Z': 0.13248, 'val_kl_Loss_FC': 0.01777}
525 saved {'val_OrigRecLoss': 0.00095, 'val_FeatRecLoss': 0.00107, 'val_kl_Loss_Z': 0.1928, 'val_kl_Loss_FC': 0.0277}
526 not saved {'val_OrigRecLoss': 0.00089, 'val_FeatRecLoss': 0.0012, 'val_kl_Loss_Z': 0.14522, 'val_kl_Loss_FC': 0.01866}
527 not saved {'val_OrigRecLoss': 0.00094, 'val_FeatRecLoss': 0.00112, 'val_kl_Loss_Z': 0.13829, 'val_kl_Loss_FC': 0.02489}
528 not saved {'val_OrigRecLoss': 0.00091, 'val_FeatRecLoss': 0.00117, 'val_kl_Loss_Z': 0.13979, 'val_kl_Loss_FC': 0.02078}
529 not saved {'val_OrigRecLoss': 0.00092, 'val_FeatRecLoss': 0.00114, 'val_kl_Loss_Z': 0.14311, 'val_kl_Loss_FC': 0.02224}
530 not saved {'val_OrigRecLoss': 0.00093, 'val_FeatRecLoss': 0.00115, 'val_kl_Loss_Z': 0.13787, 'val_kl_Loss_FC': 0.02196}
531 not saved {'val_OrigRecLoss': 0.00091, 'val_FeatRecLoss': 0.00115, 'val_kl_Loss_Z': 0.17715, 'val_kl_Loss_FC': 0.0222}
532 not saved {'val_OrigRecLoss': 0.00101, 'val_FeatRecLoss': 0.00116, 'val_kl_Loss_Z': 0.15724, 'val_kl_Loss_FC': 0.02107}
533 not saved {'val_OrigRecLoss': 0.0009, 'val_FeatRecLoss': 0.0012, 'val_kl_Loss_Z': 0.16848, 'val_kl_Loss_FC': 0.01845}
534 not saved {'val_OrigRecLoss': 0.00092, 'val_FeatRecLoss': 0.00109, 'val_kl_Loss_Z': 0.14169, 'val_kl_Loss_FC': 0.02595}
535 not saved {'val_OrigRecLoss': 0.0009, 'val_FeatRecLoss': 0.00118, 'val_kl_Loss_Z': 0.15152, 'val_kl_Loss_FC': 0.02001}
536 not saved {'val_OrigRecLoss': 0.00092, 'val_FeatRecLoss': 0.00112, 'val_kl_Loss_Z': 0.16989, 'val_kl_Loss_FC': 0.02463}
537 not saved {'val_OrigRecLoss': 0.00089, 'val_FeatRecLoss': 0.00118, 'val_kl_Loss_Z': 0.15755, 'val_kl_Loss_FC': 0.02015}
538 not saved {'val_OrigRecLoss': 0.00094, 'val_FeatRecLoss': 0.00112, 'val_kl_Loss_Z': 0.13341, 'val_kl_Loss_FC': 0.02397}
539 not saved {'val_OrigRecLoss': 0.00091, 'val_FeatRecLoss': 0.00118, 'val_kl_Loss_Z': 0.15411, 'val_kl_Loss_FC': 0.01982}
540 not saved {'val_OrigRecLoss': 0.00092, 'val_FeatRecLoss': 0.00114, 'val_kl_Loss_Z': 0.1427, 'val_kl_Loss_FC': 0.02324}
541 not saved {'val_OrigRecLoss': 0.00091, 'val_FeatRecLoss': 0.00116, 'val_kl_Loss_Z': 0.17116, 'val_kl_Loss_FC': 0.02126}
542 not saved {'val_OrigRecLoss': 0.00092, 'val_FeatRecLoss': 0.00114, 'val_kl_Loss_Z': 0.14897, 'val_kl_Loss_FC': 0.02305}
543 not saved {'val_OrigRecLoss': 0.0009, 'val_FeatRecLoss': 0.00115, 'val_kl_Loss_Z': 0.14001, 'val_kl_Loss_FC': 0.02264}
544 not saved {'val_OrigRecLoss': 0.00096, 'val_FeatRecLoss': 0.00114, 'val_kl_Loss_Z': 0.16221, 'val_kl_Loss_FC': 0.02304}
545 not saved {'val_OrigRecLoss': 0.00091, 'val_FeatRecLoss': 0.00118, 'val_kl_Loss_Z': 0.14396, 'val_kl_Loss_FC': 0.02037}
546 not saved {'val_OrigRecLoss': 0.0009, 'val_FeatRecLoss': 0.00114, 'val_kl_Loss_Z': 0.16548, 'val_kl_Loss_FC': 0.02207}
547 not saved {'val_OrigRecLoss': 0.0009, 'val_FeatRecLoss': 0.00114, 'val_kl_Loss_Z': 0.14958, 'val_kl_Loss_FC': 0.02174}
548 not saved {'val_OrigRecLoss': 0.0009, 'val_FeatRecLoss': 0.00112, 'val_kl_Loss_Z': 0.14345, 'val_kl_Loss_FC': 0.02393}
549 not saved {'val_OrigRecLoss': 0.00093, 'val_FeatRecLoss': 0.00116, 'val_kl_Loss_Z': 0.13418, 'val_kl_Loss_FC': 0.02138}
550 not saved {'val_OrigRecLoss': 0.00091, 'val_FeatRecLoss': 0.00116, 'val_kl_Loss_Z': 0.14561, 'val_kl_Loss_FC': 0.02157}
551 not saved {'val_OrigRecLoss': 0.00094, 'val_FeatRecLoss': 0.00114, 'val_kl_Loss_Z': 0.14779, 'val_kl_Loss_FC': 0.02285}
552 not saved {'val_OrigRecLoss': 0.00092, 'val_FeatRecLoss': 0.00118, 'val_kl_Loss_Z': 0.13538, 'val_kl_Loss_FC': 0.02054}
553 not saved {'val_OrigRecLoss': 0.00092, 'val_FeatRecLoss': 0.00115, 'val_kl_Loss_Z': 0.15907, 'val_kl_Loss_FC': 0.02236}
554 not saved {'val_OrigRecLoss': 0.0009, 'val_FeatRecLoss': 0.00113, 'val_kl_Loss_Z': 0.13879, 'val_kl_Loss_FC': 0.02302}
555 not saved {'val_OrigRecLoss': 0.0009, 'val_FeatRecLoss': 0.00115, 'val_kl_Loss_Z': 0.15094, 'val_kl_Loss_FC': 0.02247}
556 not saved {'val_OrigRecLoss': 0.00089, 'val_FeatRecLoss': 0.00115, 'val_kl_Loss_Z': 0.15083, 'val_kl_Loss_FC': 0.02249}
557 not saved {'val_OrigRecLoss': 0.00089, 'val_FeatRecLoss': 0.00114, 'val_kl_Loss_Z': 0.13772, 'val_kl_Loss_FC': 0.02283}
558 not saved {'val_OrigRecLoss': 0.00092, 'val_FeatRecLoss': 0.00114, 'val_kl_Loss_Z': 0.16197, 'val_kl_Loss_FC': 0.02288}
559 not saved {'val_OrigRecLoss': 0.00089, 'val_FeatRecLoss': 0.00111, 'val_kl_Loss_Z': 0.14787, 'val_kl_Loss_FC': 0.02465}
