1 saved {'val_OrigRecLoss': 0.01174, 'val_FeatRecLoss': 0.00324, 'val_kl_Loss_Z': 2.15851, 'val_kl_Loss_FC': 0.0004, 'val_kl_Loss_TC': 0.00536, 'val_kl_Loss_DTC': 0.01}
12 saved {'val_OrigRecLoss': 0.01141, 'val_FeatRecLoss': 0.00309, 'val_kl_Loss_Z': 1.03356, 'val_kl_Loss_FC': 0.00018, 'val_kl_Loss_TC': 0.00399, 'val_kl_Loss_DTC': 0.0096}
13 saved {'val_OrigRecLoss': 0.01141, 'val_FeatRecLoss': 0.00309, 'val_kl_Loss_Z': 0.99249, 'val_kl_Loss_FC': 0.00081, 'val_kl_Loss_TC': 0.00314, 'val_kl_Loss_DTC': 0.00905}
14 not saved {'val_OrigRecLoss': 0.01141, 'val_FeatRecLoss': 0.00309, 'val_kl_Loss_Z': 1.00691, 'val_kl_Loss_FC': 0.00014, 'val_kl_Loss_TC': 0.005, 'val_kl_Loss_DTC': 0.00856}
15 saved {'val_OrigRecLoss': 0.01139, 'val_FeatRecLoss': 0.00309, 'val_kl_Loss_Z': 0.94522, 'val_kl_Loss_FC': 0.00012, 'val_kl_Loss_TC': 0.00254, 'val_kl_Loss_DTC': 0.00441}
16 saved {'val_OrigRecLoss': 0.01139, 'val_FeatRecLoss': 0.00306, 'val_kl_Loss_Z': 0.93452, 'val_kl_Loss_FC': 0.00094, 'val_kl_Loss_TC': 0.00721, 'val_kl_Loss_DTC': 0.00138}
17 saved {'val_OrigRecLoss': 0.01138, 'val_FeatRecLoss': 0.00309, 'val_kl_Loss_Z': 0.89132, 'val_kl_Loss_FC': 0.00017, 'val_kl_Loss_TC': 0.00298, 'val_kl_Loss_DTC': 0.00131}
18 saved {'val_OrigRecLoss': 0.01136, 'val_FeatRecLoss': 0.00309, 'val_kl_Loss_Z': 0.9181, 'val_kl_Loss_FC': 0.0004, 'val_kl_Loss_TC': 0.00885, 'val_kl_Loss_DTC': 0.00105}
19 saved {'val_OrigRecLoss': 0.01135, 'val_FeatRecLoss': 0.00309, 'val_kl_Loss_Z': 0.87126, 'val_kl_Loss_FC': 0.0001, 'val_kl_Loss_TC': 0.00056, 'val_kl_Loss_DTC': 0.00176}
20 saved {'val_OrigRecLoss': 0.01133, 'val_FeatRecLoss': 0.0031, 'val_kl_Loss_Z': 0.84322, 'val_kl_Loss_FC': 0.00029, 'val_kl_Loss_TC': 0.00105, 'val_kl_Loss_DTC': 0.00071}
21 saved {'val_OrigRecLoss': 0.01133, 'val_FeatRecLoss': 0.0031, 'val_kl_Loss_Z': 0.82202, 'val_kl_Loss_FC': 0.00012, 'val_kl_Loss_TC': 0.00036, 'val_kl_Loss_DTC': 0.00075}
22 saved {'val_OrigRecLoss': 0.01131, 'val_FeatRecLoss': 0.00311, 'val_kl_Loss_Z': 0.76067, 'val_kl_Loss_FC': 0.00027, 'val_kl_Loss_TC': 0.00105, 'val_kl_Loss_DTC': 0.00186}
23 not saved {'val_OrigRecLoss': 0.01132, 'val_FeatRecLoss': 0.00308, 'val_kl_Loss_Z': 0.76088, 'val_kl_Loss_FC': 0.00023, 'val_kl_Loss_TC': 0.00154, 'val_kl_Loss_DTC': 0.0014}
24 saved {'val_OrigRecLoss': 0.01129, 'val_FeatRecLoss': 0.00309, 'val_kl_Loss_Z': 0.75278, 'val_kl_Loss_FC': 0.00042, 'val_kl_Loss_TC': 0.00298, 'val_kl_Loss_DTC': 0.00089}
25 saved {'val_OrigRecLoss': 0.01128, 'val_FeatRecLoss': 0.0031, 'val_kl_Loss_Z': 0.75237, 'val_kl_Loss_FC': 8e-05, 'val_kl_Loss_TC': 0.0078, 'val_kl_Loss_DTC': 0.00095}
26 saved {'val_OrigRecLoss': 0.01127, 'val_FeatRecLoss': 0.00308, 'val_kl_Loss_Z': 0.72274, 'val_kl_Loss_FC': 0.0003, 'val_kl_Loss_TC': 0.00084, 'val_kl_Loss_DTC': 0.00117}
27 saved {'val_OrigRecLoss': 0.01126, 'val_FeatRecLoss': 0.00309, 'val_kl_Loss_Z': 0.67517, 'val_kl_Loss_FC': 5e-05, 'val_kl_Loss_TC': 0.00331, 'val_kl_Loss_DTC': 0.00141}
28 saved {'val_OrigRecLoss': 0.01121, 'val_FeatRecLoss': 0.0031, 'val_kl_Loss_Z': 0.6711, 'val_kl_Loss_FC': 6e-05, 'val_kl_Loss_TC': 0.00194, 'val_kl_Loss_DTC': 0.00117}
29 not saved {'val_OrigRecLoss': 0.01127, 'val_FeatRecLoss': 0.00307, 'val_kl_Loss_Z': 0.67668, 'val_kl_Loss_FC': 0.00077, 'val_kl_Loss_TC': 0.00403, 'val_kl_Loss_DTC': 0.00125}
30 not saved {'val_OrigRecLoss': 0.0113, 'val_FeatRecLoss': 0.00309, 'val_kl_Loss_Z': 0.64942, 'val_kl_Loss_FC': 0.00023, 'val_kl_Loss_TC': 0.00122, 'val_kl_Loss_DTC': 0.00162}
31 saved {'val_OrigRecLoss': 0.01102, 'val_FeatRecLoss': 0.0031, 'val_kl_Loss_Z': 0.64878, 'val_kl_Loss_FC': 0.00015, 'val_kl_Loss_TC': 0.00037, 'val_kl_Loss_DTC': 0.00156}
32 saved {'val_OrigRecLoss': 0.01084, 'val_FeatRecLoss': 0.00309, 'val_kl_Loss_Z': 0.59268, 'val_kl_Loss_FC': 6e-05, 'val_kl_Loss_TC': 0.00318, 'val_kl_Loss_DTC': 0.00077}
33 saved {'val_OrigRecLoss': 0.01066, 'val_FeatRecLoss': 0.0031, 'val_kl_Loss_Z': 0.58788, 'val_kl_Loss_FC': 0.00012, 'val_kl_Loss_TC': 0.01435, 'val_kl_Loss_DTC': 0.00084}
34 saved {'val_OrigRecLoss': 0.0102, 'val_FeatRecLoss': 0.0031, 'val_kl_Loss_Z': 0.58219, 'val_kl_Loss_FC': 0.00025, 'val_kl_Loss_TC': 0.00264, 'val_kl_Loss_DTC': 0.00219}
35 saved {'val_OrigRecLoss': 0.00963, 'val_FeatRecLoss': 0.00308, 'val_kl_Loss_Z': 0.57815, 'val_kl_Loss_FC': 0.00013, 'val_kl_Loss_TC': 0.00467, 'val_kl_Loss_DTC': 0.0009}
36 saved {'val_OrigRecLoss': 0.00886, 'val_FeatRecLoss': 0.00309, 'val_kl_Loss_Z': 0.57765, 'val_kl_Loss_FC': 8e-05, 'val_kl_Loss_TC': 0.00048, 'val_kl_Loss_DTC': 0.00116}
37 saved {'val_OrigRecLoss': 0.00818, 'val_FeatRecLoss': 0.00307, 'val_kl_Loss_Z': 0.52683, 'val_kl_Loss_FC': 0.00053, 'val_kl_Loss_TC': 0.00901, 'val_kl_Loss_DTC': 0.00117}
38 saved {'val_OrigRecLoss': 0.0076, 'val_FeatRecLoss': 0.00307, 'val_kl_Loss_Z': 0.54859, 'val_kl_Loss_FC': 6e-05, 'val_kl_Loss_TC': 0.00685, 'val_kl_Loss_DTC': 0.00136}
39 saved {'val_OrigRecLoss': 0.00696, 'val_FeatRecLoss': 0.00307, 'val_kl_Loss_Z': 0.55404, 'val_kl_Loss_FC': 0.00049, 'val_kl_Loss_TC': 0.00882, 'val_kl_Loss_DTC': 0.00077}
40 saved {'val_OrigRecLoss': 0.00658, 'val_FeatRecLoss': 0.00308, 'val_kl_Loss_Z': 0.52637, 'val_kl_Loss_FC': 0.00016, 'val_kl_Loss_TC': 0.00447, 'val_kl_Loss_DTC': 0.00055}
41 saved {'val_OrigRecLoss': 0.00617, 'val_FeatRecLoss': 0.00309, 'val_kl_Loss_Z': 0.50567, 'val_kl_Loss_FC': 6e-05, 'val_kl_Loss_TC': 0.00861, 'val_kl_Loss_DTC': 0.00107}
42 saved {'val_OrigRecLoss': 0.00595, 'val_FeatRecLoss': 0.0031, 'val_kl_Loss_Z': 0.52022, 'val_kl_Loss_FC': 0.00013, 'val_kl_Loss_TC': 0.00056, 'val_kl_Loss_DTC': 0.00136}
43 saved {'val_OrigRecLoss': 0.00551, 'val_FeatRecLoss': 0.00308, 'val_kl_Loss_Z': 0.52413, 'val_kl_Loss_FC': 7e-05, 'val_kl_Loss_TC': 0.00292, 'val_kl_Loss_DTC': 0.0007}
44 saved {'val_OrigRecLoss': 0.00524, 'val_FeatRecLoss': 0.00311, 'val_kl_Loss_Z': 0.50348, 'val_kl_Loss_FC': 0.00011, 'val_kl_Loss_TC': 0.00496, 'val_kl_Loss_DTC': 0.00121}
45 saved {'val_OrigRecLoss': 0.0051, 'val_FeatRecLoss': 0.00308, 'val_kl_Loss_Z': 0.47612, 'val_kl_Loss_FC': 4e-05, 'val_kl_Loss_TC': 0.00044, 'val_kl_Loss_DTC': 0.00082}
46 saved {'val_OrigRecLoss': 0.0048, 'val_FeatRecLoss': 0.00309, 'val_kl_Loss_Z': 0.5116, 'val_kl_Loss_FC': 0.00025, 'val_kl_Loss_TC': 0.00155, 'val_kl_Loss_DTC': 0.00095}
47 saved {'val_OrigRecLoss': 0.00466, 'val_FeatRecLoss': 0.00307, 'val_kl_Loss_Z': 0.49722, 'val_kl_Loss_FC': 0.00023, 'val_kl_Loss_TC': 0.00253, 'val_kl_Loss_DTC': 0.00137}
48 saved {'val_OrigRecLoss': 0.00442, 'val_FeatRecLoss': 0.00308, 'val_kl_Loss_Z': 0.47564, 'val_kl_Loss_FC': 0.0001, 'val_kl_Loss_TC': 0.00925, 'val_kl_Loss_DTC': 0.00164}
49 saved {'val_OrigRecLoss': 0.00413, 'val_FeatRecLoss': 0.00309, 'val_kl_Loss_Z': 0.48109, 'val_kl_Loss_FC': 0.0002, 'val_kl_Loss_TC': 0.00182, 'val_kl_Loss_DTC': 0.00216}
50 not saved {'val_OrigRecLoss': 0.00418, 'val_FeatRecLoss': 0.00308, 'val_kl_Loss_Z': 0.48849, 'val_kl_Loss_FC': 0.00012, 'val_kl_Loss_TC': 0.00604, 'val_kl_Loss_DTC': 0.0012}
51 saved {'val_OrigRecLoss': 0.00394, 'val_FeatRecLoss': 0.00309, 'val_kl_Loss_Z': 0.45999, 'val_kl_Loss_FC': 3e-05, 'val_kl_Loss_TC': 0.00198, 'val_kl_Loss_DTC': 0.00156}
52 saved {'val_OrigRecLoss': 0.0039, 'val_FeatRecLoss': 0.00309, 'val_kl_Loss_Z': 0.48186, 'val_kl_Loss_FC': 0.00013, 'val_kl_Loss_TC': 0.00376, 'val_kl_Loss_DTC': 0.00084}
53 saved {'val_OrigRecLoss': 0.0037, 'val_FeatRecLoss': 0.00309, 'val_kl_Loss_Z': 0.46124, 'val_kl_Loss_FC': 7e-05, 'val_kl_Loss_TC': 0.00249, 'val_kl_Loss_DTC': 0.00103}
54 saved {'val_OrigRecLoss': 0.00358, 'val_FeatRecLoss': 0.00309, 'val_kl_Loss_Z': 0.46379, 'val_kl_Loss_FC': 8e-05, 'val_kl_Loss_TC': 0.0048, 'val_kl_Loss_DTC': 0.00238}
55 saved {'val_OrigRecLoss': 0.00352, 'val_FeatRecLoss': 0.00307, 'val_kl_Loss_Z': 0.4721, 'val_kl_Loss_FC': 6e-05, 'val_kl_Loss_TC': 0.00118, 'val_kl_Loss_DTC': 0.00084}
56 saved {'val_OrigRecLoss': 0.00346, 'val_FeatRecLoss': 0.00306, 'val_kl_Loss_Z': 0.4638, 'val_kl_Loss_FC': 4e-05, 'val_kl_Loss_TC': 0.0032, 'val_kl_Loss_DTC': 0.00127}
57 saved {'val_OrigRecLoss': 0.00344, 'val_FeatRecLoss': 0.00309, 'val_kl_Loss_Z': 0.44964, 'val_kl_Loss_FC': 3e-05, 'val_kl_Loss_TC': 0.00283, 'val_kl_Loss_DTC': 0.00061}
58 saved {'val_OrigRecLoss': 0.00334, 'val_FeatRecLoss': 0.00309, 'val_kl_Loss_Z': 0.44597, 'val_kl_Loss_FC': 0.0001, 'val_kl_Loss_TC': 0.00179, 'val_kl_Loss_DTC': 0.00367}
59 saved {'val_OrigRecLoss': 0.00329, 'val_FeatRecLoss': 0.00308, 'val_kl_Loss_Z': 0.45382, 'val_kl_Loss_FC': 0.00014, 'val_kl_Loss_TC': 0.00132, 'val_kl_Loss_DTC': 0.00106}
60 saved {'val_OrigRecLoss': 0.00324, 'val_FeatRecLoss': 0.00309, 'val_kl_Loss_Z': 0.41989, 'val_kl_Loss_FC': 4e-05, 'val_kl_Loss_TC': 0.01129, 'val_kl_Loss_DTC': 0.00139}
61 saved {'val_OrigRecLoss': 0.00322, 'val_FeatRecLoss': 0.00307, 'val_kl_Loss_Z': 0.44341, 'val_kl_Loss_FC': 4e-05, 'val_kl_Loss_TC': 0.00444, 'val_kl_Loss_DTC': 0.00224}
62 saved {'val_OrigRecLoss': 0.00316, 'val_FeatRecLoss': 0.00309, 'val_kl_Loss_Z': 0.45337, 'val_kl_Loss_FC': 0.00021, 'val_kl_Loss_TC': 0.00014, 'val_kl_Loss_DTC': 0.00072}
63 not saved {'val_OrigRecLoss': 0.0032, 'val_FeatRecLoss': 0.0031, 'val_kl_Loss_Z': 0.43986, 'val_kl_Loss_FC': 9e-05, 'val_kl_Loss_TC': 0.00278, 'val_kl_Loss_DTC': 0.00105}
64 saved {'val_OrigRecLoss': 0.00306, 'val_FeatRecLoss': 0.00308, 'val_kl_Loss_Z': 0.42835, 'val_kl_Loss_FC': 7e-05, 'val_kl_Loss_TC': 0.00119, 'val_kl_Loss_DTC': 0.00142}
65 saved {'val_OrigRecLoss': 0.00302, 'val_FeatRecLoss': 0.00308, 'val_kl_Loss_Z': 0.44765, 'val_kl_Loss_FC': 0.00015, 'val_kl_Loss_TC': 0.003, 'val_kl_Loss_DTC': 0.00068}
66 not saved {'val_OrigRecLoss': 0.00305, 'val_FeatRecLoss': 0.00308, 'val_kl_Loss_Z': 0.4774, 'val_kl_Loss_FC': 0.00011, 'val_kl_Loss_TC': 0.00238, 'val_kl_Loss_DTC': 0.0007}
67 not saved {'val_OrigRecLoss': 0.00305, 'val_FeatRecLoss': 0.00308, 'val_kl_Loss_Z': 0.4435, 'val_kl_Loss_FC': 0.00019, 'val_kl_Loss_TC': 0.00091, 'val_kl_Loss_DTC': 0.00083}
68 not saved {'val_OrigRecLoss': 0.00292, 'val_FeatRecLoss': 0.00309, 'val_kl_Loss_Z': 0.40177, 'val_kl_Loss_FC': 3e-05, 'val_kl_Loss_TC': 0.00651, 'val_kl_Loss_DTC': 0.00172}
69 not saved {'val_OrigRecLoss': 0.00301, 'val_FeatRecLoss': 0.0031, 'val_kl_Loss_Z': 0.42696, 'val_kl_Loss_FC': 7e-05, 'val_kl_Loss_TC': 0.00042, 'val_kl_Loss_DTC': 0.00191}
70 not saved {'val_OrigRecLoss': 0.00291, 'val_FeatRecLoss': 0.00308, 'val_kl_Loss_Z': 0.43279, 'val_kl_Loss_FC': 8e-05, 'val_kl_Loss_TC': 0.00229, 'val_kl_Loss_DTC': 0.00096}
71 not saved {'val_OrigRecLoss': 0.00291, 'val_FeatRecLoss': 0.0031, 'val_kl_Loss_Z': 0.41463, 'val_kl_Loss_FC': 0.00012, 'val_kl_Loss_TC': 0.00026, 'val_kl_Loss_DTC': 0.00107}
72 not saved {'val_OrigRecLoss': 0.00283, 'val_FeatRecLoss': 0.00309, 'val_kl_Loss_Z': 0.44971, 'val_kl_Loss_FC': 0.00018, 'val_kl_Loss_TC': 0.00484, 'val_kl_Loss_DTC': 0.00104}
73 saved {'val_OrigRecLoss': 0.00286, 'val_FeatRecLoss': 0.00308, 'val_kl_Loss_Z': 0.43234, 'val_kl_Loss_FC': 2e-05, 'val_kl_Loss_TC': 0.00463, 'val_kl_Loss_DTC': 0.00227}
74 not saved {'val_OrigRecLoss': 0.00277, 'val_FeatRecLoss': 0.00309, 'val_kl_Loss_Z': 0.43567, 'val_kl_Loss_FC': 3e-05, 'val_kl_Loss_TC': 0.0007, 'val_kl_Loss_DTC': 0.00065}
75 not saved {'val_OrigRecLoss': 0.00285, 'val_FeatRecLoss': 0.00311, 'val_kl_Loss_Z': 0.44902, 'val_kl_Loss_FC': 0.0001, 'val_kl_Loss_TC': 0.00023, 'val_kl_Loss_DTC': 0.00236}
76 not saved {'val_OrigRecLoss': 0.00274, 'val_FeatRecLoss': 0.00309, 'val_kl_Loss_Z': 0.44741, 'val_kl_Loss_FC': 3e-05, 'val_kl_Loss_TC': 0.00595, 'val_kl_Loss_DTC': 0.00099}
77 not saved {'val_OrigRecLoss': 0.00289, 'val_FeatRecLoss': 0.00308, 'val_kl_Loss_Z': 0.42082, 'val_kl_Loss_FC': 3e-05, 'val_kl_Loss_TC': 0.00427, 'val_kl_Loss_DTC': 0.00092}
78 not saved {'val_OrigRecLoss': 0.00273, 'val_FeatRecLoss': 0.00308, 'val_kl_Loss_Z': 0.45481, 'val_kl_Loss_FC': 0.00016, 'val_kl_Loss_TC': 0.00067, 'val_kl_Loss_DTC': 0.00126}
79 not saved {'val_OrigRecLoss': 0.00269, 'val_FeatRecLoss': 0.00309, 'val_kl_Loss_Z': 0.4476, 'val_kl_Loss_FC': 5e-05, 'val_kl_Loss_TC': 0.00381, 'val_kl_Loss_DTC': 0.00072}
80 saved {'val_OrigRecLoss': 0.00279, 'val_FeatRecLoss': 0.00305, 'val_kl_Loss_Z': 0.5007, 'val_kl_Loss_FC': 0.00012, 'val_kl_Loss_TC': 0.00227, 'val_kl_Loss_DTC': 0.0008}
81 not saved {'val_OrigRecLoss': 0.00267, 'val_FeatRecLoss': 0.00305, 'val_kl_Loss_Z': 0.61326, 'val_kl_Loss_FC': 8e-05, 'val_kl_Loss_TC': 0.00316, 'val_kl_Loss_DTC': 0.00129}
82 saved {'val_OrigRecLoss': 0.00261, 'val_FeatRecLoss': 0.00302, 'val_kl_Loss_Z': 0.79514, 'val_kl_Loss_FC': 0.00014, 'val_kl_Loss_TC': 0.00429, 'val_kl_Loss_DTC': 0.00256}
83 saved {'val_OrigRecLoss': 0.00262, 'val_FeatRecLoss': 0.00283, 'val_kl_Loss_Z': 1.61557, 'val_kl_Loss_FC': 0.00015, 'val_kl_Loss_TC': 0.00174, 'val_kl_Loss_DTC': 0.00285}
84 not saved {'val_OrigRecLoss': 0.00259, 'val_FeatRecLoss': 0.00286, 'val_kl_Loss_Z': 2.9644, 'val_kl_Loss_FC': 9e-05, 'val_kl_Loss_TC': 0.0057, 'val_kl_Loss_DTC': 0.00805}
85 saved {'val_OrigRecLoss': 0.0026, 'val_FeatRecLoss': 0.00223, 'val_kl_Loss_Z': 5.44616, 'val_kl_Loss_FC': 0.00028, 'val_kl_Loss_TC': 0.00151, 'val_kl_Loss_DTC': 0.00142}
86 saved {'val_OrigRecLoss': 0.00255, 'val_FeatRecLoss': 0.00181, 'val_kl_Loss_Z': 7.44921, 'val_kl_Loss_FC': 0.00023, 'val_kl_Loss_TC': 0.00301, 'val_kl_Loss_DTC': 0.00339}
87 not saved {'val_OrigRecLoss': 0.00256, 'val_FeatRecLoss': 0.00158, 'val_kl_Loss_Z': 8.10437, 'val_kl_Loss_FC': 0.0001, 'val_kl_Loss_TC': 0.00246, 'val_kl_Loss_DTC': 0.00102}
88 saved {'val_OrigRecLoss': 0.00247, 'val_FeatRecLoss': 0.00144, 'val_kl_Loss_Z': 9.16277, 'val_kl_Loss_FC': 0.00016, 'val_kl_Loss_TC': 0.01081, 'val_kl_Loss_DTC': 0.00532}
89 saved {'val_OrigRecLoss': 0.00242, 'val_FeatRecLoss': 0.00129, 'val_kl_Loss_Z': 9.70242, 'val_kl_Loss_FC': 0.00013, 'val_kl_Loss_TC': 0.00099, 'val_kl_Loss_DTC': 0.0039}
90 not saved {'val_OrigRecLoss': 0.00249, 'val_FeatRecLoss': 0.00119, 'val_kl_Loss_Z': 9.81473, 'val_kl_Loss_FC': 7e-05, 'val_kl_Loss_TC': 0.00017, 'val_kl_Loss_DTC': 0.00362}
91 saved {'val_OrigRecLoss': 0.00242, 'val_FeatRecLoss': 0.00113, 'val_kl_Loss_Z': 9.36375, 'val_kl_Loss_FC': 6e-05, 'val_kl_Loss_TC': 0.00294, 'val_kl_Loss_DTC': 0.00184}
92 saved {'val_OrigRecLoss': 0.00239, 'val_FeatRecLoss': 0.00113, 'val_kl_Loss_Z': 9.86816, 'val_kl_Loss_FC': 6e-05, 'val_kl_Loss_TC': 0.00267, 'val_kl_Loss_DTC': 0.00179}
93 not saved {'val_OrigRecLoss': 0.00253, 'val_FeatRecLoss': 0.00106, 'val_kl_Loss_Z': 9.76333, 'val_kl_Loss_FC': 4e-05, 'val_kl_Loss_TC': 0.00525, 'val_kl_Loss_DTC': 0.00108}
94 not saved {'val_OrigRecLoss': 0.00242, 'val_FeatRecLoss': 0.00101, 'val_kl_Loss_Z': 9.4962, 'val_kl_Loss_FC': 1e-05, 'val_kl_Loss_TC': 0.00258, 'val_kl_Loss_DTC': 0.00382}
95 not saved {'val_OrigRecLoss': 0.0024, 'val_FeatRecLoss': 0.00098, 'val_kl_Loss_Z': 9.85127, 'val_kl_Loss_FC': 0.00011, 'val_kl_Loss_TC': 0.00321, 'val_kl_Loss_DTC': 0.00326}
96 saved {'val_OrigRecLoss': 0.00232, 'val_FeatRecLoss': 0.00098, 'val_kl_Loss_Z': 9.52189, 'val_kl_Loss_FC': 1e-05, 'val_kl_Loss_TC': 0.00433, 'val_kl_Loss_DTC': 0.00205}
97 not saved {'val_OrigRecLoss': 0.00234, 'val_FeatRecLoss': 0.00094, 'val_kl_Loss_Z': 9.50053, 'val_kl_Loss_FC': 6e-05, 'val_kl_Loss_TC': 0.00637, 'val_kl_Loss_DTC': 0.00272}
98 not saved {'val_OrigRecLoss': 0.00241, 'val_FeatRecLoss': 0.0009, 'val_kl_Loss_Z': 9.50741, 'val_kl_Loss_FC': 1e-05, 'val_kl_Loss_TC': 0.00146, 'val_kl_Loss_DTC': 0.00224}
99 not saved {'val_OrigRecLoss': 0.00232, 'val_FeatRecLoss': 0.00089, 'val_kl_Loss_Z': 9.28609, 'val_kl_Loss_FC': 4e-05, 'val_kl_Loss_TC': 0.00034, 'val_kl_Loss_DTC': 0.0027}
100 saved {'val_OrigRecLoss': 0.00228, 'val_FeatRecLoss': 0.00091, 'val_kl_Loss_Z': 9.34147, 'val_kl_Loss_FC': 1e-05, 'val_kl_Loss_TC': 0.00106, 'val_kl_Loss_DTC': 0.00085}
101 saved {'val_OrigRecLoss': 0.00225, 'val_FeatRecLoss': 0.00091, 'val_kl_Loss_Z': 9.62577, 'val_kl_Loss_FC': 3e-05, 'val_kl_Loss_TC': 0.00262, 'val_kl_Loss_DTC': 0.0024}
102 not saved {'val_OrigRecLoss': 0.00233, 'val_FeatRecLoss': 0.00085, 'val_kl_Loss_Z': 9.71062, 'val_kl_Loss_FC': 1e-05, 'val_kl_Loss_TC': 0.00063, 'val_kl_Loss_DTC': 0.00212}
103 not saved {'val_OrigRecLoss': 0.00232, 'val_FeatRecLoss': 0.00084, 'val_kl_Loss_Z': 9.30791, 'val_kl_Loss_FC': 2e-05, 'val_kl_Loss_TC': 0.00147, 'val_kl_Loss_DTC': 0.00292}
104 not saved {'val_OrigRecLoss': 0.00226, 'val_FeatRecLoss': 0.00084, 'val_kl_Loss_Z': 9.5076, 'val_kl_Loss_FC': 2e-05, 'val_kl_Loss_TC': 0.00199, 'val_kl_Loss_DTC': 0.00122}
105 not saved {'val_OrigRecLoss': 0.00228, 'val_FeatRecLoss': 0.00084, 'val_kl_Loss_Z': 9.24522, 'val_kl_Loss_FC': 2e-05, 'val_kl_Loss_TC': 0.00097, 'val_kl_Loss_DTC': 0.00157}
106 saved {'val_OrigRecLoss': 0.00224, 'val_FeatRecLoss': 0.00081, 'val_kl_Loss_Z': 9.69618, 'val_kl_Loss_FC': 4e-05, 'val_kl_Loss_TC': 0.00209, 'val_kl_Loss_DTC': 0.002}
107 saved {'val_OrigRecLoss': 0.0022, 'val_FeatRecLoss': 0.00082, 'val_kl_Loss_Z': 9.73619, 'val_kl_Loss_FC': 1e-05, 'val_kl_Loss_TC': 0.00155, 'val_kl_Loss_DTC': 0.0011}
108 not saved {'val_OrigRecLoss': 0.00221, 'val_FeatRecLoss': 0.00079, 'val_kl_Loss_Z': 9.45576, 'val_kl_Loss_FC': 4e-05, 'val_kl_Loss_TC': 0.00169, 'val_kl_Loss_DTC': 0.00435}
109 saved {'val_OrigRecLoss': 0.00218, 'val_FeatRecLoss': 0.00085, 'val_kl_Loss_Z': 9.64661, 'val_kl_Loss_FC': 1e-05, 'val_kl_Loss_TC': 0.00074, 'val_kl_Loss_DTC': 0.00163}
110 not saved {'val_OrigRecLoss': 0.0022, 'val_FeatRecLoss': 0.00078, 'val_kl_Loss_Z': 9.69189, 'val_kl_Loss_FC': 4e-05, 'val_kl_Loss_TC': 0.00166, 'val_kl_Loss_DTC': 0.00205}
111 saved {'val_OrigRecLoss': 0.00217, 'val_FeatRecLoss': 0.00078, 'val_kl_Loss_Z': 9.1648, 'val_kl_Loss_FC': 5e-05, 'val_kl_Loss_TC': 0.00093, 'val_kl_Loss_DTC': 0.00227}
